doc_id,brand,n_sentences,n_key_points,document,reference_summary,extractive_reference,hallucinated_summary
D0256,ミドリワークス,11,2,以前は別のメーカーの物を使っていました。装着感が軽いので長時間でも疲れません。週末にしか使っていないので耐久性はまだ分かりません。特に不満は今のところありません。音質が値段のわりに良かったです。音質は27599円という値段のわりに良いと思います。色は写真で見た印象とほぼ同じです。自宅と職場の両方で使う予定です。装着感が軽くて疲れません。梱包はごく普通の段ボールでした。使い始めてまだ日が浅いです。,長時間の使用でも負担が少ない。コストパフォーマンスに優れる。,装着感が軽くて疲れません。音質は27599円という値段のわりに良いと思います。,長時間の使用でも負担が少ない。コストパフォーマンスに優れる。なおハヤブサ製で保証は91か月です。
D0257,ソライロ,15,3,装着感が軽くて長時間でも平気でした。箱は少し大きめでした。装着感が軽いので長時間でも疲れません。バッテリーが37時間くらい持ちます。バッテリーは37時間前後持ちました。ソライロのサポート対応が丁寧です。バッテリーが37時間ほど持ちました。装着感が軽く疲れにくいです。同じ物をもう一つ買おうか検討中です。レビューを見てから買うか迷いました。ソライロのサポート対応が丁寧だと感じました。家族へのプレゼント用に買いました。ソライロのサポート対応が丁寧でした。友人に勧められて購入を決めました。ソライロのサポート対応が丁寧で助かりました。,問い合わせ窓口の品質が高い。電池の持続時間が長い。長時間の使用でも負担が少ない。,ソライロのサポート対応が丁寧です。バッテリーが37時間ほど持ちました。装着感が軽くて長時間でも平気でした。,問い合わせ窓口の品質が高い。電池の持続時間が長い。長時間の使用でも負担が少ない。なおミドリワークス製で保証は95か月です。
D0258,ソライロ,8,2,色は写真で見た印象とほぼ同じです。梱包はごく普通の段ボールでした。発送が早くて1日で届きました。装着感が軽くて長時間でも平気でした。箱は少し大きめでした。使い始めてまだ日が浅いです。発送が早くて注文から1日で届きました。装着感が軽く疲れにくいです。,長時間の使用でも負担が少ない。到着までが速い。,装着感が軽く疲れにくいです。発送が早くて注文から1日で届きました。,長時間の使用でも負担が少ない。到着までが速い。なおミドリワークス製で保証は95か月です。
D0259,ハヤブサ,11,2,音質がこの値段のわりに良いです。ハヤブサのサポート対応が丁寧です。レビューを見てから買うか迷いました。使い始めてまだ日が浅いです。音質がこの値段のわりに良いと感じました。友人に勧められて購入を決めました。色は写真で見た印象とほぼ同じです。家族へのプレゼント用に買いました。音質は16764円という値段のわりに良いと思います。梱包はごく普通の段ボールでした。ハヤブサのサポート対応が丁寧だと感じました。,コストパフォーマンスに優れる。問い合わせ窓口の品質が高い。,音質がこの値段のわりに良いと感じました。ハヤブサのサポート対応が丁寧だと感じました。,コストパフォーマンスに優れる。問い合わせ窓口の品質が高い。なおアカネ電機製で保証は57か月です。
D0260,アカネ電機,13,3,発送が早いので1日で届きました。音質は10857円という値段のわりに良いと思います。同じ物をもう一つ買おうか検討中です。音質が値段のわりに良かったです。音質がこの値段のわりに良いと感じました。家族へのプレゼント用に買いました。アカネ電機のサポート対応が丁寧で助かりました。発送が早くて注文から1日で届きました。特に不満は今のところありません。発送が早く1日で届いています。アカネ電機のサポート対応が丁寧です。アカネ電機のサポート対応が丁寧でした。友人に勧められて購入を決めました。,到着までが速い。コストパフォーマンスに優れる。問い合わせ窓口の品質が高い。,発送が早くて注文から1日で届きました。音質は10857円という値段のわりに良いと思います。アカネ電機のサポート対応が丁寧です。,到着までが速い。コストパフォーマンスに優れる。問い合わせ窓口の品質が高い。なおミドリワークス製で保証は82か月です。
D0261,ノースピーク,15,2,発送が早くて1日で届きました。箱は少し大きめでした。同じ物をもう一つ買おうか検討中です。バッテリーが40時間ほど持ちました。以前は別のメーカーの物を使っていました。発送が早いので1日で届きました。バッテリーが40時間くらい持ちます。レビューを見てから買うか迷いました。自宅と職場の両方で使う予定です。発送が早くて注文から1日で届きました。特に不満は今のところありません。バッテリーの持ちが40時間ほどで良いです。使い始めてまだ日が浅いです。バッテリーは40時間前後持ちました。発送が早く1日で届いています。,電池の持続時間が長い。到着までが速い。,バッテリーが40時間くらい持ちます。発送が早く1日で届いています。,電池の持続時間が長い。到着までが速い。なおハヤブサ製で保証は66か月です。
D0262,ソライロ,14,2,色は写真で見た印象とほぼ同じです。梱包はごく普通の段ボールでした。説明書が分かりにくかったです。ソライロのサポート対応が丁寧だと感じました。説明書が分かりにくいのが残念です。ソライロのサポート対応が丁寧でした。同じ物をもう一つ買おうか検討中です。説明書が分かりにくいです。週末にしか使っていないので耐久性はまだ分かりません。ソライロのサポート対応が丁寧です。使い始めてまだ日が浅いです。説明書が分かりにくく設定に手間取りました。以前は別のメーカーの物を使っていました。家族へのプレゼント用に買いました。,同梱資料の品質が低い。問い合わせ窓口の品質が高い。,説明書が分かりにくいです。ソライロのサポート対応が丁寧です。,同梱資料の品質が低い。問い合わせ窓口の品質が高い。なおハヤブサ製で保証は72か月です。
D0263,ソライロ,10,2,週末にしか使っていないので耐久性はまだ分かりません。音質が値段のわりに良かったです。色は写真で見た印象とほぼ同じです。発送が早くて注文から3日で届きました。音質は26140円という値段のわりに良いと思います。自宅と職場の両方で使う予定です。箱は少し大きめでした。特に不満は今のところありません。家族へのプレゼント用に買いました。発送が早くて3日で届きました。,コストパフォーマンスに優れる。到着までが速い。,音質は26140円という値段のわりに良いと思います。発送が早くて3日で届きました。,コストパフォーマンスに優れる。到着までが速い。なおハヤブサ製で保証は68か月です。
D0264,ミドリワークス,16,3,週末にしか使っていないので耐久性はまだ分かりません。以前は別のメーカーの物を使っていました。ミドリワークスのサポート対応が丁寧でした。特に不満は今のところありません。梱包はごく普通の段ボールでした。発送が早くて注文から1日で届きました。ミドリワークスのサポート対応が丁寧で助かりました。色は写真で見た印象とほぼ同じです。発送が早くて1日で届きました。ミドリワークスのサポート対応が丁寧だと感じました。装着感が軽くて疲れません。装着感が軽く疲れにくいです。友人に勧められて購入を決めました。装着感が軽いので長時間でも疲れません。発送が早いので1日で届きました。家族へのプレゼント用に買いました。,到着までが速い。問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。,発送が早いので1日で届きました。ミドリワークスのサポート対応が丁寧でした。装着感が軽くて疲れません。,到着までが速い。問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。なおハヤブサ製で保証は73か月です。
D0265,ノースピーク,12,2,梱包はごく普通の段ボールでした。発送が早くて2日で届きました。週末にしか使っていないので耐久性はまだ分かりません。友人に勧められて購入を決めました。レビューを見てから買うか迷いました。色は写真で見た印象とほぼ同じです。発送が早くて注文から2日で届きました。家族へのプレゼント用に買いました。発送が早く2日で届いています。ノースピークのサポート対応が丁寧でした。同じ物をもう一つ買おうか検討中です。ノースピークのサポート対応が丁寧です。,到着までが速い。問い合わせ窓口の品質が高い。,発送が早くて注文から2日で届きました。ノースピークのサポート対応が丁寧です。,到着までが速い。問い合わせ窓口の品質が高い。なおアカネ電機製で保証は67か月です。
D0266,ハヤブサ,18,3,ハヤブサのサポート対応が丁寧で助かりました。説明書が分かりにくいです。色は写真で見た印象とほぼ同じです。説明書が分かりにくいのが残念です。特に不満は今のところありません。装着感が軽く疲れにくいです。ハヤブサのサポート対応が丁寧でした。友人に勧められて購入を決めました。同じ物をもう一つ買おうか検討中です。ハヤブサのサポート対応が丁寧です。週末にしか使っていないので耐久性はまだ分かりません。ハヤブサのサポート対応が丁寧だと感じました。装着感が軽くて疲れません。レビューを見てから買うか迷いました。装着感が軽いので長時間でも疲れません。使い始めてまだ日が浅いです。説明書が分かりにくく設定に手間取りました。装着感が軽くて長時間でも平気でした。,問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。同梱資料の品質が低い。,ハヤブサのサポート対応が丁寧でした。装着感が軽く疲れにくいです。説明書が分かりにくいのが残念です。,問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。同梱資料の品質が低い。なおアカネ電機製で保証は96か月です。
D0267,アカネ電機,15,3,音質が値段のわりに良かったです。説明書が分かりにくく設定に手間取りました。装着感が軽くて長時間でも平気でした。色は写真で見た印象とほぼ同じです。家族へのプレゼント用に買いました。自宅と職場の両方で使う予定です。説明書が分かりにくいのが残念です。装着感が軽くて疲れません。レビューを見てから買うか迷いました。音質は5193円という値段のわりに良いと思います。装着感が軽いので長時間でも疲れません。説明書が分かりにくいです。説明書が分かりにくかったです。音質がこの値段のわりに良いと感じました。箱は少し大きめでした。,コストパフォーマンスに優れる。長時間の使用でも負担が少ない。同梱資料の品質が低い。,音質が値段のわりに良かったです。装着感が軽いので長時間でも疲れません。説明書が分かりにくく設定に手間取りました。,コストパフォーマンスに優れる。長時間の使用でも負担が少ない。同梱資料の品質が低い。なおソライロ製で保証は85か月です。
D0268,ミドリワークス,10,2,色は写真で見た印象とほぼ同じです。音質がこの値段のわりに良いと感じました。同じ物をもう一つ買おうか検討中です。音質が値段のわりに良かったです。使い始めてまだ日が浅いです。発送が早く2日で届いています。発送が早いので2日で届きました。音質がこの値段のわりに良いです。音質は21613円という値段のわりに良いと思います。友人に勧められて購入を決めました。,コストパフォーマンスに優れる。到着までが速い。,音質がこの値段のわりに良いです。発送が早く2日で届いています。,コストパフォーマンスに優れる。到着までが速い。なおハヤブサ製で保証は72か月です。
D0269,ノースピーク,13,2,装着感が軽くて疲れません。友人に勧められて購入を決めました。装着感が軽く疲れにくいです。色は写真で見た印象とほぼ同じです。装着感が軽くて長時間でも平気でした。バッテリーは13時間前後持ちました。バッテリーが13時間くらい持ちます。使い始めてまだ日が浅いです。週末にしか使っていないので耐久性はまだ分かりません。同じ物をもう一つ買おうか検討中です。箱は少し大きめでした。梱包はごく普通の段ボールでした。バッテリーが13時間ほど持ちました。,長時間の使用でも負担が少ない。電池の持続時間が長い。,装着感が軽く疲れにくいです。バッテリーが13時間ほど持ちました。,長時間の使用でも負担が少ない。電池の持続時間が長い。なおミドリワークス製で保証は69か月です。
D0270,ノースピーク,8,2,レビューを見てから買うか迷いました。発送が早くて注文から4日で届きました。バッテリーが22時間くらい持ちます。特に不満は今のところありません。同じ物をもう一つ買おうか検討中です。発送が早く4日で届いています。友人に勧められて購入を決めました。バッテリーの持ちが22時間ほどで良いです。,電池の持続時間が長い。到着までが速い。,バッテリーが22時間くらい持ちます。発送が早くて注文から4日で届きました。,電池の持続時間が長い。到着までが速い。なおソライロ製で保証は63か月です。
D0271,アカネ電機,13,2,使い始めてまだ日が浅いです。同じ物をもう一つ買おうか検討中です。音質が値段のわりに良かったです。家族へのプレゼント用に買いました。音質がこの値段のわりに良いと感じました。レビューを見てから買うか迷いました。特に不満は今のところありません。自宅と職場の両方で使う予定です。バッテリーが23時間ほど持ちました。バッテリーが23時間くらい持ちます。バッテリーの持ちが23時間ほどで良いです。箱は少し大きめでした。バッテリーは23時間前後持ちました。,電池の持続時間が長い。コストパフォーマンスに優れる。,バッテリーが23時間くらい持ちます。音質がこの値段のわりに良いと感じました。,電池の持続時間が長い。コストパフォーマンスに優れる。なおノースピーク製で保証は54か月です。
D0272,アカネ電機,11,2,装着感が軽く疲れにくいです。説明書が分かりにくいです。装着感が軽くて長時間でも平気でした。家族へのプレゼント用に買いました。友人に勧められて購入を決めました。説明書が分かりにくいのが残念です。箱は少し大きめでした。同じ物をもう一つ買おうか検討中です。以前は別のメーカーの物を使っていました。色は写真で見た印象とほぼ同じです。特に不満は今のところありません。,同梱資料の品質が低い。長時間の使用でも負担が少ない。,説明書が分かりにくいのが残念です。装着感が軽くて長時間でも平気でした。,同梱資料の品質が低い。長時間の使用でも負担が少ない。なおミドリワークス製で保証は78か月です。
D0273,アカネ電機,15,3,同じ物をもう一つ買おうか検討中です。色は写真で見た印象とほぼ同じです。説明書が分かりにくいです。説明書が分かりにくかったです。説明書が分かりにくく設定に手間取りました。説明書が分かりにくいのが残念です。装着感が軽くて疲れません。バッテリーの持ちが15時間ほどで良いです。使い始めてまだ日が浅いです。自宅と職場の両方で使う予定です。週末にしか使っていないので耐久性はまだ分かりません。装着感が軽く疲れにくいです。レビューを見てから買うか迷いました。バッテリーが15時間くらい持ちます。友人に勧められて購入を決めました。,電池の持続時間が長い。同梱資料の品質が低い。長時間の使用でも負担が少ない。,バッテリーが15時間くらい持ちます。説明書が分かりにくく設定に手間取りました。装着感が軽く疲れにくいです。,電池の持続時間が長い。同梱資料の品質が低い。長時間の使用でも負担が少ない。なおノースピーク製で保証は77か月です。
D0274,アカネ電機,12,2,音質がこの値段のわりに良いです。使い始めてまだ日が浅いです。友人に勧められて購入を決めました。以前は別のメーカーの物を使っていました。自宅と職場の両方で使う予定です。梱包はごく普通の段ボールでした。説明書が分かりにくかったです。同じ物をもう一つ買おうか検討中です。音質がこの値段のわりに良いと感じました。色は写真で見た印象とほぼ同じです。音質は13593円という値段のわりに良いと思います。説明書が分かりにくいです。,同梱資料の品質が低い。コストパフォーマンスに優れる。,説明書が分かりにくかったです。音質は13593円という値段のわりに良いと思います。,同梱資料の品質が低い。コストパフォーマンスに優れる。なおソライロ製で保証は67か月です。
D0275,ミドリワークス,14,3,音質が値段のわりに良かったです。ミドリワークスのサポート対応が丁寧で助かりました。梱包はごく普通の段ボールでした。以前は別のメーカーの物を使っていました。装着感が軽くて長時間でも平気でした。箱は少し大きめでした。装着感が軽いので長時間でも疲れません。ミドリワークスのサポート対応が丁寧だと感じました。音質がこの値段のわりに良いです。色は写真で見た印象とほぼ同じです。ミドリワークスのサポート対応が丁寧でした。レビューを見てから買うか迷いました。ミドリワークスのサポート対応が丁寧です。音質がこの値段のわりに良いと感じました。,問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。コストパフォーマンスに優れる。,ミドリワークスのサポート対応が丁寧だと感じました。装着感が軽くて長時間でも平気でした。音質が値段のわりに良かったです。,問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。コストパフォーマンスに優れる。なおアカネ電機製で保証は75か月です。
D0276,ミドリワークス,12,3,装着感が軽いので長時間でも疲れません。説明書が分かりにくく設定に手間取りました。説明書が分かりにくいです。装着感が軽くて長時間でも平気でした。音質がこの値段のわりに良いです。音質がこの値段のわりに良いと感じました。友人に勧められて購入を決めました。装着感が軽く疲れにくいです。色は写真で見た印象とほぼ同じです。同じ物をもう一つ買おうか検討中です。装着感が軽くて疲れません。箱は少し大きめでした。,同梱資料の品質が低い。長時間の使用でも負担が少ない。コストパフォーマンスに優れる。,説明書が分かりにくく設定に手間取りました。装着感が軽くて疲れません。音質がこの値段のわりに良いと感じました。,同梱資料の品質が低い。長時間の使用でも負担が少ない。コストパフォーマンスに優れる。なおノースピーク製で保証は78か月です。
D0277,ミドリワークス,14,2,説明書が分かりにくく設定に手間取りました。以前は別のメーカーの物を使っていました。箱は少し大きめでした。説明書が分かりにくかったです。色は写真で見た印象とほぼ同じです。発送が早くて注文から3日で届きました。説明書が分かりにくいです。発送が早く3日で届いています。使い始めてまだ日が浅いです。発送が早くて3日で届きました。自宅と職場の両方で使う予定です。発送が早いので3日で届きました。説明書が分かりにくいのが残念です。同じ物をもう一つ買おうか検討中です。,同梱資料の品質が低い。到着までが速い。,説明書が分かりにくいです。発送が早く3日で届いています。,同梱資料の品質が低い。到着までが速い。なおハヤブサ製で保証は85か月です。
D0278,ミドリワークス,15,3,発送が早く4日で届いています。説明書が分かりにくいのが残念です。音質がこの値段のわりに良いと感じました。梱包はごく普通の段ボールでした。説明書が分かりにくく設定に手間取りました。発送が早いので4日で届きました。発送が早くて注文から4日で届きました。友人に勧められて購入を決めました。特に不満は今のところありません。箱は少し大きめでした。使い始めてまだ日が浅いです。説明書が分かりにくかったです。説明書が分かりにくいです。以前は別のメーカーの物を使っていました。音質は20945円という値段のわりに良いと思います。,到着までが速い。同梱資料の品質が低い。コストパフォーマンスに優れる。,発送が早いので4日で届きました。説明書が分かりにくいのが残念です。音質がこの値段のわりに良いと感じました。,到着までが速い。同梱資料の品質が低い。コストパフォーマンスに優れる。なおソライロ製で保証は91か月です。
D0279,ミドリワークス,9,2,発送が早くて注文から2日で届きました。音質は29644円という値段のわりに良いと思います。梱包はごく普通の段ボールでした。同じ物をもう一つ買おうか検討中です。音質がこの値段のわりに良いと感じました。発送が早いので2日で届きました。レビューを見てから買うか迷いました。友人に勧められて購入を決めました。音質が値段のわりに良かったです。,コストパフォーマンスに優れる。到着までが速い。,音質は29644円という値段のわりに良いと思います。発送が早いので2日で届きました。,コストパフォーマンスに優れる。到着までが速い。なおハヤブサ製で保証は83か月です。
D0280,ソライロ,15,3,梱包はごく普通の段ボールでした。色は写真で見た印象とほぼ同じです。バッテリーが36時間くらい持ちます。説明書が分かりにくいです。自宅と職場の両方で使う予定です。以前は別のメーカーの物を使っていました。装着感が軽いので長時間でも疲れません。友人に勧められて購入を決めました。バッテリーが36時間ほど持ちました。週末にしか使っていないので耐久性はまだ分かりません。装着感が軽くて長時間でも平気でした。装着感が軽くて疲れません。説明書が分かりにくかったです。レビューを見てから買うか迷いました。説明書が分かりにくいのが残念です。,同梱資料の品質が低い。長時間の使用でも負担が少ない。電池の持続時間が長い。,説明書が分かりにくかったです。装着感が軽くて長時間でも平気でした。バッテリーが36時間ほど持ちました。,同梱資料の品質が低い。長時間の使用でも負担が少ない。電池の持続時間が長い。なおノースピーク製で保証は74か月です。
D0281,ソライロ,11,2,装着感が軽く疲れにくいです。レビューを見てから買うか迷いました。梱包はごく普通の段ボールでした。使い始めてまだ日が浅いです。自宅と職場の両方で使う予定です。音質がこの値段のわりに良いです。装着感が軽くて疲れません。音質がこの値段のわりに良いと感じました。装着感が軽くて長時間でも平気でした。音質は21686円という値段のわりに良いと思います。友人に勧められて購入を決めました。,長時間の使用でも負担が少ない。コストパフォーマンスに優れる。,装着感が軽くて長時間でも平気でした。音質がこの値段のわりに良いと感じました。,長時間の使用でも負担が少ない。コストパフォーマンスに優れる。なおアカネ電機製で保証は51か月です。
D0282,アカネ電機,15,3,発送が早く1日で届いています。説明書が分かりにくく設定に手間取りました。発送が早くて注文から1日で届きました。装着感が軽く疲れにくいです。装着感が軽くて長時間でも平気でした。梱包はごく普通の段ボールでした。装着感が軽くて疲れません。同じ物をもう一つ買おうか検討中です。家族へのプレゼント用に買いました。友人に勧められて購入を決めました。発送が早いので1日で届きました。説明書が分かりにくいのが残念です。発送が早くて1日で届きました。特に不満は今のところありません。自宅と職場の両方で使う予定です。,長時間の使用でも負担が少ない。到着までが速い。同梱資料の品質が低い。,装着感が軽く疲れにくいです。発送が早くて注文から1日で届きました。説明書が分かりにくく設定に手間取りました。,長時間の使用でも負担が少ない。到着までが速い。同梱資料の品質が低い。なおハヤブサ製で保証は75か月です。
D0283,ノースピーク,15,3,装着感が軽くて疲れません。音質がこの値段のわりに良いです。レビューを見てから買うか迷いました。発送が早くて注文から3日で届きました。友人に勧められて購入を決めました。家族へのプレゼント用に買いました。装着感が軽く疲れにくいです。発送が早いので3日で届きました。週末にしか使っていないので耐久性はまだ分かりません。発送が早くて3日で届きました。音質が値段のわりに良かったです。発送が早く3日で届いています。自宅と職場の両方で使う予定です。梱包はごく普通の段ボールでした。装着感が軽くて長時間でも平気でした。,到着までが速い。長時間の使用でも負担が少ない。コストパフォーマンスに優れる。,発送が早いので3日で届きました。装着感が軽くて長時間でも平気でした。音質がこの値段のわりに良いです。,到着までが速い。長時間の使用でも負担が少ない。コストパフォーマンスに優れる。なおハヤブサ製で保証は93か月です。
D0284,ハヤブサ,17,3,家族へのプレゼント用に買いました。発送が早いので2日で届きました。装着感が軽いので長時間でも疲れません。以前は別のメーカーの物を使っていました。音質がこの値段のわりに良いです。発送が早く2日で届いています。音質がこの値段のわりに良いと感じました。週末にしか使っていないので耐久性はまだ分かりません。友人に勧められて購入を決めました。発送が早くて2日で届きました。音質が値段のわりに良かったです。装着感が軽く疲れにくいです。自宅と職場の両方で使う予定です。レビューを見てから買うか迷いました。装着感が軽くて疲れません。色は写真で見た印象とほぼ同じです。発送が早くて注文から2日で届きました。,コストパフォーマンスに優れる。到着までが速い。長時間の使用でも負担が少ない。,音質がこの値段のわりに良いと感じました。発送が早くて2日で届きました。装着感が軽く疲れにくいです。,コストパフォーマンスに優れる。到着までが速い。長時間の使用でも負担が少ない。なおソライロ製で保証は89か月です。
D0285,ノースピーク,11,2,発送が早く3日で届いています。音質がこの値段のわりに良いです。音質がこの値段のわりに良いと感じました。色は写真で見た印象とほぼ同じです。音質は15611円という値段のわりに良いと思います。同じ物をもう一つ買おうか検討中です。発送が早くて注文から3日で届きました。週末にしか使っていないので耐久性はまだ分かりません。レビューを見てから買うか迷いました。発送が早くて3日で届きました。発送が早いので3日で届きました。,コストパフォーマンスに優れる。到着までが速い。,音質は15611円という値段のわりに良いと思います。発送が早くて3日で届きました。,コストパフォーマンスに優れる。到着までが速い。なおミドリワークス製で保証は82か月です。
D0286,ソライロ,14,2,特に不満は今のところありません。ソライロのサポート対応が丁寧だと感じました。以前は別のメーカーの物を使っていました。箱は少し大きめでした。装着感が軽くて疲れません。同じ物をもう一つ買おうか検討中です。自宅と職場の両方で使う予定です。ソライロのサポート対応が丁寧です。装着感が軽く疲れにくいです。装着感が軽いので長時間でも疲れません。装着感が軽くて長時間でも平気でした。ソライロのサポート対応が丁寧で助かりました。ソライロのサポート対応が丁寧でした。色は写真で見た印象とほぼ同じです。,問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。,ソライロのサポート対応が丁寧です。装着感が軽くて疲れません。,問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。なおハヤブサ製で保証は54か月です。
D0287,ソライロ,13,2,音質がこの値段のわりに良いと感じました。自宅と職場の両方で使う予定です。以前は別のメーカーの物を使っていました。友人に勧められて購入を決めました。週末にしか使っていないので耐久性はまだ分かりません。バッテリーが23時間ほど持ちました。特に不満は今のところありません。家族へのプレゼント用に買いました。バッテリーが23時間くらい持ちます。梱包はごく普通の段ボールでした。バッテリーの持ちが23時間ほどで良いです。音質が値段のわりに良かったです。音質がこの値段のわりに良いです。,電池の持続時間が長い。コストパフォーマンスに優れる。,バッテリーの持ちが23時間ほどで良いです。音質が値段のわりに良かったです。,電池の持続時間が長い。コストパフォーマンスに優れる。なおノースピーク製で保証は56か月です。
D0288,ミドリワークス,11,3,音質がこの値段のわりに良いと感じました。発送が早いので3日で届きました。週末にしか使っていないので耐久性はまだ分かりません。発送が早くて注文から3日で届きました。梱包はごく普通の段ボールでした。家族へのプレゼント用に買いました。音質は3355円という値段のわりに良いと思います。バッテリーが16時間くらい持ちます。同じ物をもう一つ買おうか検討中です。バッテリーは16時間前後持ちました。友人に勧められて購入を決めました。,コストパフォーマンスに優れる。電池の持続時間が長い。到着までが速い。,音質がこの値段のわりに良いと感じました。バッテリーが16時間くらい持ちます。発送が早いので3日で届きました。,コストパフォーマンスに優れる。電池の持続時間が長い。到着までが速い。なおノースピーク製で保証は68か月です。
D0289,ノースピーク,11,2,ノースピークのサポート対応が丁寧で助かりました。使い始めてまだ日が浅いです。以前は別のメーカーの物を使っていました。色は写真で見た印象とほぼ同じです。装着感が軽くて疲れません。装着感が軽く疲れにくいです。ノースピークのサポート対応が丁寧だと感じました。同じ物をもう一つ買おうか検討中です。ノースピークのサポート対応が丁寧です。装着感が軽いので長時間でも疲れません。自宅と職場の両方で使う予定です。,長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。,装着感が軽くて疲れません。ノースピークのサポート対応が丁寧で助かりました。,長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。なおアカネ電機製で保証は63か月です。
D0290,アカネ電機,12,2,レビューを見てから買うか迷いました。以前は別のメーカーの物を使っていました。発送が早く4日で届いています。色は写真で見た印象とほぼ同じです。箱は少し大きめでした。音質がこの値段のわりに良いと感じました。発送が早いので4日で届きました。音質は9947円という値段のわりに良いと思います。使い始めてまだ日が浅いです。音質がこの値段のわりに良いです。発送が早くて4日で届きました。同じ物をもう一つ買おうか検討中です。,コストパフォーマンスに優れる。到着までが速い。,音質がこの値段のわりに良いです。発送が早く4日で届いています。,コストパフォーマンスに優れる。到着までが速い。なおハヤブサ製で保証は52か月です。
D0291,ノースピーク,15,3,音質が値段のわりに良かったです。発送が早くて1日で届きました。バッテリーは5時間前後持ちました。発送が早いので1日で届きました。家族へのプレゼント用に買いました。音質がこの値段のわりに良いです。使い始めてまだ日が浅いです。自宅と職場の両方で使う予定です。週末にしか使っていないので耐久性はまだ分かりません。色は写真で見た印象とほぼ同じです。バッテリーが5時間くらい持ちます。レビューを見てから買うか迷いました。音質は26676円という値段のわりに良いと思います。音質がこの値段のわりに良いと感じました。友人に勧められて購入を決めました。,電池の持続時間が長い。コストパフォーマンスに優れる。到着までが速い。,バッテリーは5時間前後持ちました。音質は26676円という値段のわりに良いと思います。発送が早いので1日で届きました。,電池の持続時間が長い。コストパフォーマンスに優れる。到着までが速い。なおソライロ製で保証は76か月です。
D0292,ミドリワークス,16,3,発送が早くて注文から3日で届きました。ミドリワークスのサポート対応が丁寧でした。装着感が軽くて疲れません。使い始めてまだ日が浅いです。友人に勧められて購入を決めました。発送が早く3日で届いています。以前は別のメーカーの物を使っていました。ミドリワークスのサポート対応が丁寧だと感じました。箱は少し大きめでした。装着感が軽くて長時間でも平気でした。色は写真で見た印象とほぼ同じです。特に不満は今のところありません。ミドリワークスのサポート対応が丁寧です。ミドリワークスのサポート対応が丁寧で助かりました。装着感が軽く疲れにくいです。梱包はごく普通の段ボールでした。,到着までが速い。問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。,発送が早く3日で届いています。ミドリワークスのサポート対応が丁寧でした。装着感が軽く疲れにくいです。,到着までが速い。問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。なおソライロ製で保証は67か月です。
D0293,ミドリワークス,9,2,説明書が分かりにくく設定に手間取りました。同じ物をもう一つ買おうか検討中です。発送が早くて注文から3日で届きました。週末にしか使っていないので耐久性はまだ分かりません。梱包はごく普通の段ボールでした。自宅と職場の両方で使う予定です。発送が早くて3日で届きました。説明書が分かりにくかったです。使い始めてまだ日が浅いです。,同梱資料の品質が低い。到着までが速い。,説明書が分かりにくく設定に手間取りました。発送が早くて3日で届きました。,同梱資料の品質が低い。到着までが速い。なおソライロ製で保証は81か月です。
D0294,アカネ電機,11,3,アカネ電機のサポート対応が丁寧だと感じました。色は写真で見た印象とほぼ同じです。発送が早く3日で届いています。バッテリーの持ちが11時間ほどで良いです。アカネ電機のサポート対応が丁寧でした。同じ物をもう一つ買おうか検討中です。発送が早くて3日で届きました。箱は少し大きめでした。バッテリーは11時間前後持ちました。使い始めてまだ日が浅いです。バッテリーが11時間ほど持ちました。,到着までが速い。電池の持続時間が長い。問い合わせ窓口の品質が高い。,発送が早く3日で届いています。バッテリーが11時間ほど持ちました。アカネ電機のサポート対応が丁寧だと感じました。,到着までが速い。電池の持続時間が長い。問い合わせ窓口の品質が高い。なおミドリワークス製で保証は65か月です。
D0295,ノースピーク,15,2,使い始めてまだ日が浅いです。バッテリーは28時間前後持ちました。色は写真で見た印象とほぼ同じです。装着感が軽く疲れにくいです。装着感が軽くて長時間でも平気でした。バッテリーが28時間くらい持ちます。特に不満は今のところありません。バッテリーの持ちが28時間ほどで良いです。同じ物をもう一つ買おうか検討中です。装着感が軽いので長時間でも疲れません。自宅と職場の両方で使う予定です。レビューを見てから買うか迷いました。装着感が軽くて疲れません。友人に勧められて購入を決めました。バッテリーが28時間ほど持ちました。,電池の持続時間が長い。長時間の使用でも負担が少ない。,バッテリーが28時間ほど持ちました。装着感が軽いので長時間でも疲れません。,電池の持続時間が長い。長時間の使用でも負担が少ない。なおアカネ電機製で保証は72か月です。
